# group_id d_radial[kpc] v_radial[km/s] RA Dec MAG_B MAG_K
973 36389.750000 2380.183350 259.267670 3.226465 -18.701414 -20.443174
974 49122.878906 3462.227051 329.438385 16.833778 -20.219299 -24.202991
974 49261.531250 3446.142090 329.536255 16.823910 -19.126377 -22.383287
976 23612.263672 1656.999023 271.777740 -66.204247 -21.711954 -25.021780
976 23626.390625 1675.185669 271.764648 -66.204140 -18.957134 -21.532312
976 23614.019531 1581.006958 271.848663 -66.205521 -18.265219 -21.057467
976 23610.712891 1732.359253 271.687347 -66.201202 -18.545805 -20.837032
976 23603.289062 1696.713379 271.704163 -66.202911 -18.502935 -20.615545
976 23600.730469 1633.205933 271.803589 -66.203690 -18.601336 -20.688934
976 23621.738281 1698.906738 271.727478 -66.201286 -18.393732 -20.447733
977 49330.886719 3352.183350 297.958038 22.224991 -22.011263 -25.352806
977 49338.328125 3374.570557 297.959930 22.222879 -19.599836 -21.759430
977 49327.476562 3160.808350 297.947815 22.222141 -19.492023 -21.744978
977 49322.320312 3401.134766 297.957764 22.228487 -19.379702 -21.664782
977 49335.648438 3215.063232 297.949585 22.219616 -19.120081 -21.120399
977 49322.500000 3262.838379 297.950714 22.224361 -18.613897 -20.761675
978 25119.445312 1863.730713 196.862228 0.326381 -20.755154 -24.440975
978 25323.230469 1890.807861 196.867950 0.448846 -19.317831 -22.061739
980 47425.082031 3329.183594 346.662476 17.492933 -21.945427 -25.163202
980 47367.781250 3283.335938 346.160461 17.323223 -18.287670 -21.149082
980 47413.285156 3297.220459 346.669495 17.488556 -19.510555 -22.103441
980 47419.261719 3460.187744 346.672760 17.505760 -19.280312 -21.961487
981 50144.242188 3179.166504 346.978394 3.390759 -21.662621 -24.574585
981 50015.109375 3148.939941 346.958252 3.695569 -17.863356 -20.772228
981 50146.179688 3033.278320 346.989197 3.410334 -18.677351 -20.668741
981 50140.027344 3338.638428 346.963348 3.390178 -17.734945 -20.083145
982 43308.417969 2607.631104 277.512878 11.862556 -20.630178 -24.381353
982 42883.273438 2526.732422 277.423218 12.161097 -17.541214 -20.095636
982 43268.585938 2619.993652 277.828217 11.889262 -17.972082 -21.049126
983 18463.171875 1392.364746 110.881271 -56.757019 -21.653885 -24.736084
983 18555.646484 1520.811035 111.582413 -56.268085 -19.270195 -22.215895
983 18447.576172 1396.421387 110.845863 -56.766006 -18.732357 -20.568199
983 18475.332031 1283.472900 110.886078 -56.782261 -18.723085 -20.617453
983 18464.683594 1580.241577 110.904053 -56.720833 -18.487011 -20.692995
984 48338.968750 3375.682861 75.842667 5.877398 -21.719776 -24.716921
984 48398.382812 3356.204834 75.583771 5.549412 -17.685349 -20.538321
986 19148.152344 1442.737305 30.624060 -19.494589 -21.056322 -24.179510
986 19214.136719 1432.531982 29.702105 -19.427563 -18.090036 -20.798660
986 18872.173828 1391.062378 30.464510 -19.192818 -18.005278 -20.680250
986 19052.320312 1351.103760 31.342316 -19.577944 -17.703520 -20.350327
987 42341.132812 2958.350098 3.391652 28.813404 -20.588173 -23.857815
987 42273.539062 3071.426514 3.056206 29.545382 -18.754435 -21.446270
987 42074.667969 2901.069336 3.172990 29.307268 -18.532524 -21.046154
988 50442.515625 3466.283203 128.233414 67.096855 -19.932697 -23.446180
988 50003.750000 3392.109619 128.024017 67.007332 -19.171854 -22.100149
989 32790.117188 2263.104492 123.041328 51.884296 -21.430630 -24.511169
989 32883.277344 2151.119385 123.046249 51.672977 -19.527201 -22.563295
989 32927.671875 2289.743164 123.838943 51.471386 -17.829388 -20.797426
990 50914.585938 3421.656006 80.072090 -19.567125 -19.780905 -22.045931
990 50925.371094 3298.759033 80.067688 -19.570963 -19.757305 -21.880768
990 50935.398438 3427.397705 80.074432 -19.568989 -18.989220 -21.426592
991 22832.869141 1492.458252 245.864609 -68.994446 -20.373299 -24.193113
994 51500.390625 3494.972412 202.477615 -33.840286 -21.508394 -24.593298
996 47748.050781 3132.411865 235.581497 -25.561195 -20.571445 -24.420444
1000 46486.472656 3067.168701 149.059067 -14.872019 -21.957056 -24.982458
1000 46774.734375 3016.799805 149.307434 -14.808300 -17.984451 -20.813528
1000 46319.359375 2986.346436 149.294815 -15.010481 -18.246958 -20.795900
1000 46413.714844 3070.091309 149.376511 -15.030711 -17.120813 -20.044445
1000 46542.812500 3091.791992 149.069397 -14.951085 -16.882229 -20.107981
1001 35986.859375 2208.763672 260.424286 36.245548 -22.201416 -25.082499
1001 36012.968750 2133.879395 259.541962 36.590141 -19.256815 -22.046169
1001 35990.058594 2165.873047 260.420044 36.243675 -18.741282 -20.931686
1002 37845.863281 2479.591553 88.642555 15.017789 -21.750410 -25.154804
1002 37851.894531 2614.349609 88.634621 15.032337 -19.069397 -22.057602
1002 37857.738281 2701.459229 88.635345 15.028294 -19.503000 -21.982523
1002 37836.488281 2294.733154 88.645882 15.017133 -19.304123 -21.483067
1002 37853.066406 2534.980225 88.644676 15.009415 -19.151264 -21.443981
1002 37847.578125 2413.212646 88.648651 15.004040 -19.264380 -21.342079
1002 37856.957031 2653.364746 88.639290 15.018267 -18.745651 -21.152533
1002 37842.054688 2438.814209 88.639008 15.028697 -18.635315 -20.700008
1003 46640.316406 3113.125000 104.056099 -72.875252 -21.100914 -24.085100
1003 46279.800781 3181.003906 104.733887 -72.329422 -19.866346 -22.571781
1004 47517.929688 3485.927490 30.813181 12.782555 -21.063269 -24.726839
1011 53740.765625 3495.338867 145.393768 -41.938049 -18.019508 -20.899197
1012 45656.617188 3046.396484 36.744724 9.757048 -20.721870 -24.498720
1013 49680.507812 3326.017334 274.567139 42.538204 -21.521194 -24.928244
1013 49855.574219 3296.544434 275.371552 42.564091 -18.143412 -20.617262
1016 43169.414062 2949.990723 163.367249 32.504528 -21.491646 -24.599741
1016 43165.667969 3061.535156 163.378723 32.496590 -18.437601 -20.347408
1020 28175.759766 1767.409546 224.644684 -21.401413 -21.179525 -24.677767
1021 40731.835938 2660.017334 151.027206 2.043394 -21.081850 -24.047598
1021 40775.742188 2723.263916 150.934540 2.036783 -19.700802 -22.683443
1021 40549.050781 2636.063965 151.353378 2.284452 -18.153931 -21.064608
1021 40709.449219 2694.390381 150.754303 1.910786 -17.240641 -20.092079
1021 40689.957031 2736.712646 151.135330 2.071542 -16.971191 -20.280107
1022 49616.753906 3395.660889 88.805450 21.537142 -20.754101 -23.976866
1022 49846.109375 3328.676758 88.808403 21.489481 -19.915892 -22.806049
1022 49654.546875 3415.916016 88.833908 21.670946 -18.107641 -21.111414
1023 27261.500000 1891.931519 217.490891 2.868058 -20.501905 -24.127405
1025 29969.396484 1944.252441 161.201340 -4.004601 -20.904076 -24.349449
1025 29976.820312 1805.134888 161.348495 -4.173853 -17.488148 -20.118765
1025 30021.371094 1993.677002 160.926849 -3.744528 -16.911131 -20.131567
1027 38758.199219 2485.282715 6.096704 36.172039 -21.095989 -24.269140
1027 38778.035156 2544.331055 6.171267 36.216133 -19.107866 -21.920818
1027 38779.351562 2657.491699 6.116351 36.050720 -17.663519 -20.634586
1029 51832.707031 3446.230957 156.438965 3.346164 -21.520462 -24.578234
1029 52174.437500 3489.797852 156.749939 3.592987 -19.438538 -22.414673
1029 51917.324219 3350.933105 156.374863 3.201344 -18.039145 -21.121622
1030 27202.597656 1750.211060 170.014572 -7.965530 -21.729317 -24.681913
1030 27376.142578 1836.906250 170.234131 -7.641970 -19.572218 -22.305828
1030 27089.185547 1754.154175 169.952774 -8.235821 -16.964691 -20.234455
1031 41905.203125 2711.337646 54.098137 -43.399628 -21.046490 -24.562914
1039 22741.806641 1947.812988 133.135208 -41.433571 -22.320856 -25.283361
1040 40601.789062 2684.349121 66.951637 -15.716784 -21.420662 -24.244820
1040 40583.234375 2665.809814 66.989700 -15.776821 -20.588982 -23.019737
1041 26092.753906 1953.125122 197.845535 9.428926 -20.044525 -23.619213
1041 26287.650391 2055.306885 199.063660 9.772935 -20.046835 -23.174982
1042 25324.371094 1656.817139 192.224182 -0.949642 -19.936872 -23.582188
1044 24639.316406 1811.557251 47.663578 -3.094062 -21.104675 -24.323046
1045 10475.277344 651.540405 82.564362 -42.123066 -22.057922 -25.207958
1045 10481.831055 657.229004 82.548607 -42.106251 -19.272547 -21.578890
1045 10472.632812 525.555908 82.618141 -42.079651 -19.195492 -21.231127
1045 10477.490234 549.104614 82.584785 -42.084763 -18.462311 -21.068169
1045 10466.411133 650.236084 82.593117 -42.149445 -18.549452 -20.839209
1045 10468.163086 729.738464 82.554306 -42.170250 -18.561163 -20.788212
1046 51197.460938 3246.111572 97.036186 -50.318897 -22.375347 -25.367422
1046 51210.050781 3141.276367 97.051170 -50.322121 -19.000460 -21.086803
1046 51206.710938 3447.629150 97.017670 -50.316013 -18.600266 -20.627277
1047 28583.039062 1664.684570 225.969315 33.459873 -19.971832 -22.953133
1047 28542.591797 1632.172852 225.386154 32.768646 -20.002239 -23.433378
1047 28865.902344 1602.500000 225.484344 34.189171 -19.068630 -21.638212
1047 28620.083984 1741.379028 225.923340 33.814301 -17.761654 -20.414022
1047 28422.791016 1830.595215 226.120575 33.698776 -16.981768 -20.102341
1048 38343.609375 2343.883301 231.786438 24.432030 -21.619795 -24.726803
1048 38191.375000 2358.512695 231.854095 24.291286 -17.844549 -20.623671
1048 38357.425781 2431.255615 231.749786 24.409906 -19.308857 -22.056028
1049 32905.339844 2291.325439 48.022591 18.835119 -21.908064 -25.007324
1049 33190.644531 2349.894775 48.336349 19.415262 -20.090313 -23.222105
1049 33107.847656 2394.288818 48.318192 19.604979 -17.235394 -20.021502
1051 42064.476562 3103.440918 76.448387 59.128090 -20.858692 -23.866131
1051 42755.847656 2897.231201 77.074539 59.067535 -20.103737 -23.054893
1051 42438.488281 3001.411133 76.204391 59.019909 -18.279003 -21.027298
1052 34081.000000 2204.440430 159.270798 -37.610905 -19.941051 -23.793947
1053 50465.660156 3018.216797 345.484161 -4.216487 -22.141937 -25.126265
1053 50469.800781 3126.651611 345.492371 -4.219479 -17.743282 -20.121754
1054 40395.539062 2573.727051 93.527672 -52.557137 -21.892448 -25.188875
1056 54847.519531 3429.896240 27.120430 12.110656 -21.731956 -24.784185
1056 55013.093750 3384.140625 26.760693 12.131972 -18.587254 -21.116793
1057 32584.216797 2157.005859 123.462425 -38.337994 -20.684874 -23.784809
1057 32473.740234 2057.770020 123.793877 -38.834656 -20.721296 -23.863428
1057 32732.146484 2198.513672 123.361938 -38.347420 -18.430746 -21.309576
1060 28429.226562 2048.210693 170.512650 7.022397 -20.663458 -23.645451
1060 28405.046875 2092.987793 170.712769 6.887883 -19.987204 -22.975161
1060 28410.394531 1820.984863 170.649841 7.085877 -19.382362 -22.259100
1060 28546.433594 1974.392700 170.499298 6.858356 -17.998890 -20.825771
1062 49085.421875 2973.220703 342.617920 -7.142506 -21.192282 -24.025978
1062 49241.207031 2951.627197 342.295074 -7.399157 -19.466612 -22.404131
1062 49087.453125 2911.746826 342.614716 -7.131899 -18.712137 -20.760948
1063 35124.707031 2306.931396 161.087540 23.894445 -21.787863 -24.945797
1063 35143.195312 2216.595215 161.106537 23.888401 -19.614550 -21.779398
1063 35123.777344 2246.496338 161.107239 23.872192 -18.689314 -20.842382
1063 35136.152344 2207.875977 161.099060 23.884855 -17.935190 -20.092009
1065 39340.800781 2644.786865 352.062805 47.908657 -20.909952 -23.949228
1065 39334.082031 2463.838867 352.371643 47.845119 -20.445404 -22.987236
1068 46413.492188 3116.934814 82.018112 -54.548996 -21.846802 -25.092878
1068 46414.652344 3357.628174 82.033478 -54.557587 -18.431610 -20.191635
1069 51937.207031 3341.344238 189.535507 -42.830166 -20.937559 -23.897814
1069 51957.136719 3341.052734 189.789124 -42.571781 -17.686037 -20.328756
1069 51999.605469 3432.248291 189.405991 -42.645752 -17.971651 -20.392939
1070 52546.554688 3244.788086 88.841064 -38.213478 -21.283051 -24.485485
1070 52564.316406 3014.976562 88.807220 -38.359493 -18.140028 -20.811405
1072 45783.269531 3022.158203 252.178268 -20.090549 -21.153339 -24.315378
1072 45548.597656 2939.785156 252.326004 -19.718269 -17.522497 -20.055201
1072 45594.367188 3144.621582 252.302475 -19.782160 -17.712999 -20.408474
1072 45998.980469 2975.195801 252.120331 -20.112535 -17.342834 -20.323084
1073 48960.531250 3167.227051 82.491386 33.121704 -21.333719 -24.118183
1073 48946.066406 3250.759766 82.292206 33.262703 -18.638027 -21.512672
1073 49000.710938 3369.746338 82.588898 33.014774 -18.653284 -21.564194
1073 48947.398438 3059.604492 82.500862 33.285889 -17.378962 -20.232182
1073 48947.980469 3199.795898 82.508865 33.124165 -17.933800 -20.025230
1075 32833.683594 1891.688110 172.756927 -13.771204 -21.366789 -24.480536
1075 32442.169922 1834.306763 172.034286 -13.566524 -17.135952 -20.205750
1076 6607.418945 462.897003 253.919693 -51.016628 -20.671612 -23.578180
1078 52787.902344 3029.885254 101.961624 -47.231964 -20.159067 -23.522352
1078 52403.394531 3073.629883 102.266502 -47.504490 -19.801224 -22.869104
1078 52131.074219 3096.872070 102.314224 -47.399986 -18.210726 -21.164221
1078 52492.210938 3060.017334 102.304756 -47.467102 -17.843990 -20.866278
1081 21234.216797 1583.952026 151.932571 -17.496075 -21.551037 -24.435884
1081 21169.824219 1707.196289 151.883667 -17.513445 -18.188387 -21.560410
1082 30972.931641 1991.741455 22.318687 -71.864944 -21.727627 -24.634504
1082 30870.460938 2047.709839 20.564142 -71.657196 -17.886106 -20.305401
1082 30960.470703 2009.604980 22.308577 -71.864273 -19.440710 -21.342733
1082 30942.171875 2131.500244 22.304583 -71.934258 -18.560959 -20.577040
1083 49298.902344 3415.785645 296.960876 20.460321 -21.937941 -24.958046
1083 49450.171875 3385.286377 296.739960 20.186384 -19.480682 -22.063295
1087 43296.117188 2883.365723 321.771545 -40.072697 -20.623505 -24.121073
1091 41320.011719 2582.277832 127.991943 -38.855625 -21.407694 -24.481037
1091 41565.085938 2564.545654 128.539261 -39.121525 -17.848618 -20.535408
1093 32688.029297 2105.714355 153.383255 -21.461075 -21.821005 -24.593611
1093 32297.533203 2146.131836 153.234299 -21.186686 -19.528673 -22.237333
1093 32673.378906 2081.813965 153.340698 -21.484571 -20.130638 -22.787085
1095 50256.726562 3109.627930 89.172958 -31.129536 -21.890652 -24.792700
1095 50337.746094 3030.325928 88.946541 -31.113729 -19.668394 -22.562916
1097 42210.531250 2912.762939 253.012650 -69.424530 -21.482479 -24.060724
1097 41966.003906 2834.560547 252.562180 -69.408798 -18.623901 -21.870075
1097 42122.226562 3051.536133 252.914078 -69.514679 -18.684765 -21.265808
1098 41903.417969 2845.337402 71.305267 44.186787 -21.110209 -24.259377
1098 42154.449219 2895.305176 71.077087 44.125607 -17.845158 -20.455765
1098 41890.246094 2697.373779 71.293983 44.190426 -18.334766 -20.342236
1098 41917.617188 2988.977051 71.290680 44.194889 -17.941490 -20.147158
1104 37574.566406 2439.834961 237.399414 36.158611 -20.509439 -23.856138
1104 37766.953125 2403.352295 236.962860 36.671841 -19.370668 -22.446415
1104 37570.472656 2322.324707 237.099838 36.264111 -18.633904 -21.304092
1104 37664.621094 2494.924805 236.970200 36.834728 -16.930185 -20.308046
1106 32438.601562 2135.174316 126.496025 -37.078125 -22.173500 -25.301931
1106 32434.242188 2189.965088 126.481682 -37.085857 -19.279837 -21.955828
1106 32442.871094 2125.127197 126.514687 -37.091484 -18.972795 -21.334288
1106 32439.281250 2152.849609 126.496696 -37.095665 -18.961796 -21.252995
1106 32436.972656 2060.085449 126.489456 -37.068752 -18.328424 -20.389410
1107 26619.832031 1846.125732 155.634293 -17.976040 -20.031328 -23.759521
1108 47250.492188 2837.666260 93.597214 -38.730686 -20.181335 -23.966345
1111 42008.132812 3069.448975 326.424622 -68.540955 -20.509869 -24.021473
1113 38594.679688 2632.867188 262.897614 5.738178 -20.690365 -23.750044
1113 38790.101562 2751.791016 262.768982 6.262682 -19.383015 -22.171267
1113 38453.578125 2550.710449 263.022369 5.602824 -17.955753 -20.961941
1113 38791.671875 2754.818848 262.751678 6.135039 -17.496349 -20.056686
1116 39247.527344 2772.519287 329.252563 -44.417461 -20.678471 -24.024994
1116 39357.187500 2806.569580 329.610199 -43.724648 -17.622349 -20.646866
1116 39301.179688 2755.181641 329.102692 -44.423691 -16.877382 -20.304115
1118 39216.984375 2633.848145 6.952514 -1.914741 -20.945011 -24.246466
1118 39232.210938 2658.100586 6.711625 -2.172594 -17.689394 -20.310936
1119 45809.539062 3118.705566 97.332191 11.921801 -21.705364 -24.800678
1119 45821.550781 2955.135010 97.295692 11.828965 -18.183758 -20.774630
1120 40089.902344 2560.586426 57.976692 -38.996342 -20.535431 -23.723162
1120 40305.335938 2570.814697 57.718983 -39.471367 -20.008251 -23.072981
1121 43626.171875 2696.265625 261.933044 24.986832 -20.629353 -24.212591
1121 43617.035156 2525.938721 261.819763 25.030470 -17.234058 -20.455086
1122 13050.520508 875.508728 227.738541 -29.733458 -20.491917 -23.848736
1122 13158.542969 937.594055 228.887665 -27.771677 -19.765799 -22.232285
1122 13001.596680 784.286133 227.738129 -29.507475 -19.756018 -23.049406
1123 31628.615234 2246.732422 84.499802 11.209344 -21.542307 -24.803106
1123 31559.023438 2394.317627 84.533546 11.262407 -18.289541 -21.047407
1123 31642.980469 2057.066406 84.507195 11.219036 -17.994396 -20.260912
1124 39047.714844 2268.446289 244.362076 23.675804 -21.304260 -24.684652
1125 52024.160156 3281.540283 331.336548 -63.781212 -20.923878 -23.800175
1125 52135.253906 3130.610352 331.857117 -63.764000 -18.898849 -21.282869
1125 52033.839844 3339.024902 331.293121 -63.756130 -18.950935 -21.738901
1127 29904.423828 2056.936279 336.878479 -18.047449 -19.750652 -23.512939
1127 30071.751953 1960.960815 337.365723 -19.096375 -18.782492 -21.562128
1127 29775.496094 2001.380737 337.467224 -18.320690 -17.441898 -20.020369
1128 34142.898438 2279.673340 254.488815 2.599638 -21.319969 -24.753220
1128 34109.488281 2302.702148 254.304321 2.412416 -17.239254 -20.183895
1129 45800.140625 3030.064209 201.671219 -22.453924 -21.244881 -24.331392
1129 45800.003906 3073.429932 201.717331 -22.461533 -20.606339 -23.607241
1130 51225.523438 3378.982910 161.181015 33.192379 -17.472898 -20.019238
1132 49308.914062 3174.589355 348.794342 1.856158 -21.021172 -24.120476
1132 49282.183594 3103.124756 348.767822 1.974778 -19.511065 -22.360895
1132 49243.851562 3042.780762 348.722015 1.659094 -18.432940 -21.531431
1135 42673.175781 2712.960693 54.616539 -33.404671 -21.121061 -24.192753
1135 42809.000000 2750.136230 54.442818 -33.299610 -18.889044 -21.736181
1139 31194.003906 2193.053223 209.450012 -10.866475 -21.468113 -24.599089
1139 31390.824219 2077.378174 209.490326 -11.257791 -20.124655 -22.993034
1141 46443.890625 3174.936279 280.977142 -71.751740 -21.798464 -24.764671
1141 46433.539062 3104.583984 280.994568 -71.762283 -18.632429 -20.792049
1143 51001.199219 3427.656250 296.000000 -39.414459 -22.171495 -25.068178
1143 51005.464844 3463.322998 296.011353 -39.404964 -18.764694 -21.149258
1143 50992.375000 3313.838867 296.002747 -39.409294 -18.573400 -20.740572
1144 46262.847656 3153.447266 45.930737 29.337135 -20.821018 -24.439943
1145 46045.781250 2936.015869 349.232819 -6.609212 -21.367599 -24.674765
1147 38381.984375 2357.164062 260.234406 -9.692741 -21.005600 -24.553085
1148 51869.207031 3061.039795 301.253754 12.194414 -21.014555 -24.552942
1152 36058.609375 2502.212891 90.372421 -44.946270 -21.769289 -24.726969
1158 43464.472656 2543.645020 292.717957 18.510918 -21.872810 -25.014957
1159 45830.484375 3011.416504 267.372131 49.203293 -21.609257 -24.358255
1159 45805.398438 3091.460449 267.383881 49.520081 -19.991802 -22.562803
1159 45853.332031 2814.535156 267.525421 49.158260 -18.056995 -20.747662
1162 45395.371094 3077.037109 273.865723 17.757158 -21.266674 -24.605152
1163 30566.212891 2090.531982 48.573654 -34.756393 -20.115717 -22.907873
1163 30254.052734 2047.015015 48.070438 -35.219929 -18.742601 -21.600988
1163 29997.505859 1814.151733 48.504864 -33.997707 -18.108471 -20.819584
1163 30312.111328 1969.233032 48.984657 -34.002163 -17.929325 -20.725611
1163 30486.072266 1798.059570 48.777775 -34.621933 -18.535393 -20.928396
1165 22610.761719 1374.086182 42.104256 -49.182899 -21.248741 -24.253952
1166 30919.972656 2185.241943 355.452026 -34.174145 -21.921301 -24.998747
1166 30918.224609 2205.077393 355.454895 -34.198009 -18.738850 -20.582251
1166 30923.343750 2270.978760 355.408569 -34.175472 -18.316675 -20.478416
1166 30922.767578 2040.592529 355.446625 -34.153957 -18.324274 -20.235376
1166 30921.945312 2312.944336 355.430634 -34.190674 -18.188192 -20.107351
1170 37909.101562 2069.112305 291.882141 17.160938 -21.125284 -24.320663
1171 49316.671875 2780.729980 102.720551 -44.856426 -20.011860 -23.678595
1171 49260.996094 2716.229004 102.879997 -44.625126 -17.402248 -20.626230
1172 43880.136719 2969.690430 170.119995 -50.702576 -21.873449 -24.911764
1172 43887.687500 2973.570312 169.906525 -50.616390 -18.175709 -20.372305
1172 43884.140625 3133.356934 170.125824 -50.688587 -18.497730 -20.407902
1173 34355.796875 2280.054199 106.851692 -86.577652 -21.544073 -24.390680
1173 34395.320312 2276.365967 104.946198 -86.733307 -18.338524 -21.023121
1174 16373.342773 1509.339233 22.090792 -34.776951 -20.817020 -24.077215
1175 42907.882812 2860.001953 251.952225 56.886185 -20.860596 -24.291311
1175 43099.281250 2997.491211 251.923889 57.078049 -19.501606 -22.134010
1176 46079.750000 3236.832764 70.938065 74.059586 -21.360409 -24.483522
1178 35313.835938 2521.393799 197.025970 19.841501 -21.070366 -24.596624
1179 16480.203125 1173.167725 183.706009 5.941684 -21.028465 -24.063316
1179 16358.873047 1169.715088 183.377304 6.200814 -20.491280 -23.339821
1179 16471.638672 1114.689331 183.895752 5.741026 -17.786537 -20.165222
1180 19011.273438 1502.057861 188.351425 1.124358 -20.597765 -23.776844
1180 18765.042969 1559.666748 187.863022 1.465786 -18.976263 -22.513275
1181 50609.609375 3447.186523 357.028931 -65.462685 -21.205690 -24.535122
1182 42954.375000 2781.712158 189.133774 -39.715630 -20.345596 -23.524670
1182 42735.238281 2762.633789 189.379196 -39.633244 -20.398338 -23.013027
1182 42838.824219 2866.361816 189.340103 -40.026649 -17.436266 -20.501720
1185 36321.035156 2452.769531 126.540695 -3.764540 -21.595306 -24.430876
1186 52962.035156 3461.498047 266.792938 -29.081257 -20.718199 -23.661325
1186 52881.429688 3312.534424 266.871368 -29.458899 -17.995010 -20.640955
1186 52837.585938 3339.965820 266.905853 -29.840857 -17.801800 -20.442459
1188 51958.984375 3355.914307 292.245636 -24.772091 -22.477932 -25.383493
1188 51846.292969 3216.309082 292.294403 -24.746628 -17.668236 -20.357943
1190 45963.765625 3226.541260 91.718315 -19.233627 -21.326792 -24.542038
1195 12016.293945 982.503418 179.774429 -54.574211 -22.054415 -25.066511
1201 47860.828125 3118.528320 202.204849 -32.086430 -21.223907 -24.471991
1201 47839.921875 2990.719727 202.186600 -32.063210 -18.581411 -22.120014
1203 51639.277344 3238.805908 196.048218 -14.458827 -19.817024 -23.387203
1203 51738.968750 3188.980225 195.763565 -14.589358 -17.850279 -20.881363
1206 52024.996094 3417.821045 2.097885 -80.207542 -20.312601 -23.501640
1206 51976.339844 3439.417236 2.171777 -80.271721 -18.869417 -21.989609
1210 45335.273438 3068.828369 164.387939 7.438725 -21.706278 -24.672663
1211 48461.085938 3207.903320 13.788492 55.714909 -20.958916 -24.277779
1212 37149.601562 2409.415771 54.327572 -19.308363 -20.316608 -23.902470
1214 48488.941406 3468.615479 88.343086 -13.762270 -19.596262 -23.202179
1214 48715.304688 3368.346924 88.353630 -13.536635 -17.883341 -20.656355
1214 48639.382812 3472.750488 88.285057 -13.954048 -17.458139 -20.229311
1214 48452.328125 3488.749756 88.268295 -13.841098 -17.995222 -21.118286
1216 34209.097656 2435.285156 343.017944 -46.474060 -20.910379 -24.819393
1216 34187.269531 2198.872803 342.990540 -46.414146 -17.312243 -20.924803
1218 28568.472656 1789.095825 235.982101 -34.314930 -20.864620 -24.004416
1218 28550.228516 1717.771729 235.876389 -34.215809 -19.671875 -22.107315
1218 28643.160156 1592.390625 235.976624 -34.174282 -18.402493 -20.405199
1221 24428.412109 1848.623535 0.857750 -59.786072 -22.040228 -25.078823
1221 24421.664062 1609.071777 0.890434 -59.774540 -18.699501 -20.586588
1224 17084.271484 1223.125488 191.971741 12.569473 -21.216532 -24.056431
1224 17062.785156 1148.299072 191.863617 12.635467 -19.063301 -22.010122
1225 47749.019531 3207.683838 232.105713 63.645245 -20.870035 -23.986202
1225 47638.937500 3227.818115 233.280945 63.296150 -21.096432 -23.935928
1226 48478.671875 3087.113525 315.335846 0.719560 -21.652756 -24.475912
1226 48647.179688 3042.374512 315.526520 0.631902 -19.913776 -22.678806
1226 48346.191406 2980.169434 315.470459 0.422994 -18.207071 -20.697983
1227 44510.144531 3117.889404 75.635216 42.713436 -20.322617 -24.050278
1228 26856.884766 1798.782471 6.961874 -43.648930 -19.872751 -23.702360
1229 45802.000000 2970.727295 344.449066 44.514877 -20.642384 -24.093447
1230 43129.957031 2787.378174 358.984497 15.193325 -21.040682 -24.085430
1233 42249.437500 2856.150146 5.005663 46.565952 -21.296856 -24.505451
1233 42195.101562 2775.715576 4.523549 47.079144 -19.102570 -22.049274
1233 42388.972656 2661.411621 4.869690 46.517673 -18.697918 -21.605225
1234 47137.500000 3260.905029 182.225113 10.144756 -20.690542 -23.895401
1234 47075.550781 3297.776611 182.057480 10.167993 -18.578672 -21.724108
1235 56337.347656 3493.511230 305.886230 52.490360 -17.916853 -20.095179
1236 40395.976562 2912.626221 47.894531 30.723911 -21.341911 -24.340652
1238 50675.777344 3481.590820 250.472153 -5.382045 -20.412930 -23.299978
1238 50168.558594 3448.640381 250.978271 -5.081667 -20.313324 -22.957277
1239 14402.972656 1103.238770 48.407417 34.000767 -21.331709 -24.348585
1239 14260.527344 1187.162964 46.863335 34.079105 -20.696316 -23.381422
1240 24624.800781 1691.403076 76.446518 6.487259 -21.472586 -24.277098
1240 24424.091797 1765.749390 77.200592 6.899174 -18.778065 -21.976999
1240 24516.066406 1697.785889 75.871880 6.480681 -18.127491 -20.453732
1242 25468.777344 1526.404785 180.394165 -15.631427 -21.957085 -25.158337
1242 25463.927734 1716.177124 180.403488 -15.645880 -18.350052 -20.408463
1246 29600.394531 2037.377075 22.582987 -68.966705 -20.604660 -23.954813
1246 29661.177734 2129.090088 22.422487 -68.827652 -19.902193 -22.723019
1246 29257.658203 2125.147217 22.667170 -68.775291 -17.600550 -20.352034
1249 49262.207031 3321.220215 150.004333 -12.869298 -21.541100 -24.664835
1251 49369.050781 3403.121338 55.699181 63.917957 -21.486380 -24.510643
1251 49407.792969 3341.456543 55.824089 63.907906 -17.041513 -20.244558
1253 47823.191406 3098.780762 247.246216 -34.136227 -21.430853 -24.304155
1253 47916.554688 3103.006836 247.373886 -34.354752 -18.070084 -20.732944
1253 47798.191406 3035.835205 247.376602 -34.166988 -18.714575 -21.493853
1255 48093.324219 3401.979248 57.600410 4.067337 -18.127779 -21.124058
1263 27114.687500 1796.051025 45.832397 -39.615688 -20.723438 -23.331537
1263 27010.496094 1740.453613 45.972958 -40.688946 -20.207390 -23.147339
1263 27186.574219 1831.986450 45.321609 -39.998329 -19.641457 -22.197130
1266 40573.117188 2620.436768 158.278397 -35.287453 -21.314327 -24.204567
1266 40616.460938 2453.398682 158.273575 -35.336342 -20.072792 -22.876095
1270 52062.687500 3471.512451 257.887787 -17.871592 -21.577129 -24.802608
1270 51975.613281 3362.811523 258.269012 -17.970631 -17.692940 -20.470821
1270 52112.726562 3373.404053 257.747040 -17.884119 -17.361490 -20.192383
